OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar_OP130_Resultat_Global_v
159.6,153.12,157.1,105.46,12.04,12.35,0.41,11.97,6.41,22.86,15.8,99.69,6.41,1
160.9,158.95,165.0,115.0,12.14,12.29,0.39,11.97,6.41,18.33,14.7,80.31,6.41,1
160.0,167.38,190.7,111.42,12.08,12.2,,11.98,6.6,24.55,17.9,91.39,6.61,1
175.6,177.74,142.4,117.74,12.06,12.09,,11.97,6.62,24.85,27.1,104.59,6.61,1
165.6,160.3,172.6,116.36,12.07,12.27,,11.97,6.61,25.38,33.1,95.59,6.6,1
157.8,175.15,151.2,116.52,11.93,12.24,,11.97,6.61,26.8,16.4,96.72,6.64,1
156.1,151.3,158.6,108.5,11.83,12.38,0.38,11.97,6.61,25.31,12.7,115.42,6.6,1
162.4,157.25,159.4,114.31,12.1,12.38,0.38,11.97,6.41,23.15,12.9,104.41,6.41,1
179.8,154.15,179.1,108.73,12.06,12.26,0.41,11.97,6.41,25.57,17.2,95.47,6.44,1
149.0,154.65,133.3,113.17,11.83,12.26,0.38,11.97,6.61,23.95,34.6,98.87,6.61,1
163.9,140.66,167.1,119.6,12.11,12.3,0.4,11.97,6.4,17.24,14.2,86.03,6.4,1
150.8,158.97,164.1,114.92,11.83,12.38,0.41,11.97,6.61,23.91,9.8,104.08,6.61,1
168.8,149.32,166.4,110.41,12.04,12.26,0.41,11.97,6.41,24.04,20.9,99.95,6.44,2
157.2,177.51,161.4,128.7,12.06,12.31,,11.98,6.62,23.0,16.9,105.93,6.63,1
167.0,151.51,165.9,109.66,12.12,12.42,0.38,11.97,6.4,22.5,12.4,97.61,6.42,1
158.3,140.22,161.4,112.4,11.86,12.26,0.39,11.97,6.61,27.37,19.6,99.55,6.61,1
143.6,148.73,153.2,112.13,11.85,12.23,,11.97,6.61,27.15,21.1,102.35,6.6,1
151.4,157.57,152.6,115.89,12.11,12.27,,11.97,6.62,23.37,10.3,101.7,6.62,1
156.0,163.55,152.2,117.74,11.87,12.27,,11.97,6.61,25.37,14.5,95.19,6.61,1
187.9,143.84,168.9,111.57,11.87,12.23,0.4,11.97,6.6,24.89,17.5,99.6,6.62,1
138.9,159.02,147.5,110.74,12.04,12.2,0.41,11.98,6.41,22.39,12.6,100.2,6.4,1
144.2,167.1,150.4,108.24,12.06,12.15,,11.97,6.62,23.98,19.7,98.14,6.61,1
174.1,162.91,145.5,112.31,11.82,12.25,0.38,11.97,6.61,24.24,18.4,99.06,6.63,1
132.8,158.39,153.4,108.98,12.13,12.36,0.38,11.97,6.4,21.7,11.4,100.37,6.41,1
161.6,166.55,163.2,119.44,11.8,12.28,0.34,11.98,6.61,23.7,18.2,101.95,6.63,1
149.9,137.99,154.3,115.32,12.11,12.28,0.41,11.97,6.4,22.57,12.5,96.56,6.41,2
150.4,153.37,155.8,109.78,11.82,12.35,0.39,11.97,6.61,26.26,10.4,102.19,6.61,1
159.6,175.72,162.6,113.18,11.91,12.26,,11.98,6.62,27.79,30.0,104.63,6.61,2
163.4,138.22,148.2,107.63,12.05,12.31,0.41,11.97,6.41,21.34,16.4,93.48,6.41,1
172.7,153.01,152.1,110.66,12.04,12.24,0.41,11.97,6.42,21.58,15.4,88.65,6.41,1
154.3,154.05,164.6,109.77,12.13,12.26,0.38,11.97,6.41,19.13,14.4,79.4,6.4,1
175.1,154.09,148.1,113.06,11.82,12.24,0.4,11.97,6.6,25.71,17.4,96.1,6.61,1
161.5,146.17,151.8,118.54,11.83,12.25,0.41,11.97,6.61,21.69,14.1,95.62,6.63,1
145.3,158.11,163.7,108.9,12.13,12.28,0.39,11.97,6.4,21.25,16.8,103.13,6.41,1
152.5,153.33,144.8,117.5,12.13,12.33,0.36,11.97,6.41,18.96,15.9,82.43,6.42,1
173.8,160.57,157.2,112.54,11.82,12.26,,11.97,6.61,26.84,14.1,98.7,6.62,1
169.3,154.27,141.4,116.32,12.11,12.23,,11.97,6.62,22.32,16.1,96.38,6.63,1
149.3,149.43,148.7,118.06,11.9,12.21,,11.97,6.61,25.98,14.2,101.15,6.61,1
174.4,165.01,183.1,112.65,12.09,12.21,,11.97,6.6,22.77,21.7,94.84,6.61,1
175.3,149.58,150.3,115.08,12.03,12.29,0.41,11.97,6.41,22.17,13.4,96.48,6.41,1
179.4,135.55,163.5,115.96,12.07,12.26,0.41,11.97,6.43,22.51,18.7,97.84,6.41,1
157.9,170.47,158.8,118.14,12.07,12.26,,11.97,6.62,24.4,17.7,95.08,6.61,1
156.0,148.39,167.1,107.71,11.85,12.16,0.35,11.97,6.61,25.89,29.4,97.69,6.62,1
155.0,159.81,159.8,112.45,11.88,12.23,,11.97,6.62,24.79,12.9,97.0,6.61,1
158.0,145.43,156.1,109.69,12.12,12.33,0.39,11.97,6.41,19.78,16.7,87.76,6.41,1
152.2,153.59,149.7,113.62,12.12,12.31,0.39,11.97,6.42,19.51,10.9,81.89,6.42,1
151.8,153.61,173.3,114.01,12.08,12.19,,11.98,6.62,23.68,18.2,95.4,6.6,1
166.2,142.44,156.4,112.6,12.06,12.25,0.38,11.97,6.41,23.73,21.1,96.33,6.42,1
153.7,166.88,145.5,120.61,11.88,12.33,,11.97,6.63,27.6,12.1,91.17,6.61,1
148.7,166.14,137.0,112.87,11.82,12.33,0.4,11.97,6.61,25.49,16.8,98.63,6.61,1
141.6,160.35,157.7,111.59,11.82,12.22,0.38,11.97,6.63,24.95,16.5,99.43,6.61,1
156.3,152.68,152.3,117.46,12.11,12.23,0.39,11.97,6.42,18.5,16.1,89.05,6.41,1
137.6,150.8,168.8,114.38,12.1,12.35,0.41,11.97,6.41,23.98,14.3,102.43,6.41,1
139.6,153.75,157.2,118.13,12.1,12.29,0.41,11.97,6.4,20.92,16.5,96.54,6.41,1
186.9,158.47,176.2,121.63,11.84,12.2,,11.97,6.61,27.19,19.6,96.62,6.61,1
167.0,168.78,150.4,118.63,12.09,12.26,,11.97,6.62,23.39,16.1,97.5,6.6,1
142.4,159.05,167.8,111.42,12.09,12.18,,11.97,6.61,24.35,17.4,103.25,6.62,1
177.1,140.73,162.6,119.03,12.12,12.29,0.33,11.97,6.4,15.76,14.2,78.76,6.42,1
149.0,157.31,151.7,112.77,12.13,12.2,0.38,11.97,6.42,20.61,13.8,96.06,6.42,1
142.8,171.25,149.3,112.87,11.88,12.28,,11.98,6.62,23.54,15.6,92.77,6.63,1
183.8,144.68,160.1,110.13,11.84,12.28,0.39,11.97,6.63,23.8,11.4,95.24,6.61,1
165.1,157.44,134.3,110.58,11.7,12.29,,11.97,6.61,23.98,17.4,99.14,6.61,1
149.0,177.97,167.7,105.69,12.05,12.35,,11.97,6.62,25.64,16.6,106.9,6.61,1
167.5,151.46,160.1,113.88,12.14,12.39,0.38,11.97,6.41,21.38,11.1,93.93,6.41,1
154.9,155.88,144.3,116.25,12.08,12.25,,11.97,6.62,22.98,19.0,95.34,6.62,1
177.5,152.42,164.5,113.5,11.86,12.21,,11.97,6.61,26.89,31.7,109.4,6.6,1
166.0,176.99,124.9,114.09,12.07,12.34,,11.98,6.61,24.85,12.3,101.97,6.6,1
155.5,165.0,154.5,116.4,11.75,12.23,,11.97,6.63,26.45,21.9,105.75,6.61,1
146.9,161.84,161.3,113.67,12.08,12.3,,11.97,6.62,23.22,15.4,102.31,6.61,1
173.6,155.43,166.8,117.09,11.83,12.37,0.38,11.97,6.6,28.23,8.8,97.56,6.61,1
155.1,133.97,176.0,113.91,12.12,12.19,0.41,11.97,6.4,20.54,15.1,99.29,6.4,1
159.6,157.14,144.1,117.38,12.08,12.11,,11.97,6.6,23.23,28.9,101.45,6.6,1
197.7,154.85,197.4,109.85,11.75,12.26,,11.97,6.51,24.65,15.8,94.78,6.53,1
154.0,162.41,159.2,110.67,11.86,12.26,,11.97,6.61,25.23,13.2,96.38,6.61,1
147.4,152.74,150.3,110.35,11.83,12.22,0.3,11.97,6.61,25.34,26.3,94.1,6.62,1
170.6,174.69,187.5,111.0,12.06,12.29,,11.97,6.62,22.77,17.9,99.82,6.61,1
157.5,165.72,147.1,115.33,11.82,12.25,0.38,11.97,6.61,26.51,15.0,101.0,6.61,1
159.9,150.82,150.2,110.52,12.08,12.35,,11.98,6.61,22.37,9.8,90.3,6.62,1
148.3,161.47,159.6,110.35,11.8,12.35,0.36,11.97,6.6,24.95,32.8,101.61,6.61,1
154.4,148.35,162.5,111.1,11.89,12.38,,11.97,6.6,24.07,12.0,96.47,6.61,1
167.5,139.03,178.0,110.03,12.04,12.23,0.41,11.97,6.41,21.51,24.4,101.24,6.42,1
177.0,144.65,156.3,111.58,11.86,12.18,,11.97,6.61,27.12,18.0,97.52,6.61,1
147.6,167.95,156.8,112.86,11.89,12.22,,11.97,6.62,24.5,20.9,87.7,6.61,1
122.7,158.47,151.5,110.43,12.04,12.3,0.41,11.97,6.41,25.57,14.5,105.55,6.41,1
167.0,154.93,142.7,116.75,12.12,12.25,0.39,11.97,6.4,22.98,12.5,97.16,6.43,1
149.7,161.23,190.6,112.35,11.83,12.2,,11.97,6.6,28.15,10.1,96.61,6.61,1
163.8,150.17,178.5,117.98,12.12,12.16,0.38,11.97,6.41,21.56,16.1,93.46,6.41,1
136.9,141.59,148.3,111.83,12.12,12.21,0.4,11.97,6.41,19.93,14.0,84.08,6.41,1
156.8,165.39,170.7,111.14,11.89,12.21,,11.97,6.6,24.44,12.9,96.0,6.61,1
149.7,151.09,169.4,107.27,12.11,12.27,0.39,11.97,6.41,18.62,13.9,85.79,6.42,1
189.2,164.03,156.1,106.5,11.74,12.35,,11.97,6.61,25.14,11.1,102.78,6.6,1
149.4,155.5,145.6,108.59,11.89,12.41,,11.98,6.61,25.6,15.2,102.45,6.61,1
131.1,157.01,151.9,109.48,12.08,12.24,,11.97,6.63,23.94,13.6,95.97,6.62,1
166.1,164.86,163.5,112.57,12.12,12.26,0.4,11.97,6.41,22.21,32.6,97.43,6.4,1
153.9,168.29,169.1,114.69,11.88,12.26,,11.97,6.62,22.5,14.7,98.59,6.62,1
197.9,143.33,183.0,115.89,11.84,12.22,,11.97,6.24,25.38,18.1,106.39,6.61,1
167.5,145.21,140.3,117.54,11.87,12.23,0.39,11.97,6.6,24.77,14.7,94.03,6.63,1
177.2,152.11,154.2,114.54,12.05,12.24,0.41,11.97,6.42,24.94,18.3,101.75,6.41,2
157.5,141.5,165.1,115.52,11.83,12.31,0.38,11.97,6.61,26.7,12.0,102.09,6.61,1
154.3,157.68,145.0,112.58,12.11,12.3,0.37,11.97,6.41,20.66,14.8,84.41,6.42,1
152.2,157.47,171.0,106.73,11.89,12.24,,11.98,6.6,25.04,19.0,91.59,6.6,1
151.1,174.12,162.8,119.22,11.88,12.25,,11.97,6.6,26.01,10.7,106.48,6.62,1
154.7,143.3,139.5,112.01,11.86,12.23,0.38,11.97,6.61,24.59,16.0,97.34,6.64,1
158.5,143.73,154.2,120.47,12.13,12.33,0.36,11.97,6.41,18.84,12.6,81.23,6.41,1
164.7,138.44,128.0,113.93,12.07,12.2,0.41,11.97,6.4,21.2,19.5,92.75,6.42,1
175.3,154.45,169.4,110.1,11.76,12.33,,11.97,6.62,28.65,12.4,105.72,6.6,1
170.8,144.81,144.9,116.38,12.1,12.26,0.39,11.97,6.41,18.46,21.7,82.87,6.4,1
173.4,158.16,155.2,117.1,12.09,12.36,,11.97,6.63,25.45,13.8,101.66,6.61,1
162.2,161.7,161.6,120.04,11.89,12.26,,11.97,6.6,24.18,12.5,93.28,6.61,1
154.7,154.43,163.0,109.41,12.09,12.21,,11.98,6.62,22.46,19.8,99.01,6.64,1
148.7,164.93,183.3,110.76,11.85,12.29,,11.97,6.61,25.99,19.2,103.72,6.61,1
165.9,172.45,152.4,112.79,11.89,12.14,,11.97,6.62,25.86,28.5,96.83,6.61,1
163.4,158.97,123.8,110.9,11.83,12.29,,11.97,6.61,25.77,12.5,103.07,6.61,1
156.5,151.15,160.5,115.29,12.12,12.15,0.39,11.97,6.41,19.22,22.7,92.71,6.44,1
144.6,150.67,141.7,112.84,12.12,12.22,0.39,11.97,6.41,17.62,18.1,76.03,6.42,1
160.8,172.24,171.4,113.08,12.06,12.12,,11.97,6.62,23.51,16.5,99.07,6.6,1
168.2,156.16,151.4,116.04,12.12,12.27,0.39,11.97,6.4,18.84,15.3,84.89,6.41,1
166.3,151.58,167.5,115.04,12.05,12.27,0.39,11.97,6.41,21.52,11.0,97.98,6.4,1
163.0,144.53,155.8,110.35,12.13,12.24,0.4,11.97,6.41,18.29,13.4,84.58,6.41,1
171.5,154.03,186.1,109.58,11.86,12.27,,11.97,6.6,26.0,19.4,104.41,6.6,1
152.7,138.31,162.5,109.9,12.05,12.28,0.41,11.97,6.41,23.47,12.6,104.68,6.42,1
153.7,160.3,141.2,109.72,12.1,12.35,0.41,11.97,6.41,26.11,17.9,106.66,6.41,1
192.5,176.58,187.4,116.48,12.06,12.24,,11.97,6.62,24.27,11.2,102.79,6.61,1
178.5,150.24,184.0,114.76,11.89,12.18,0.38,11.97,6.61,28.12,25.2,97.42,6.62,1
172.8,181.77,169.3,112.83,12.06,12.12,,11.97,6.62,24.76,31.3,105.82,6.61,1
140.1,168.78,159.2,119.94,11.9,12.28,,11.97,6.62,27.64,16.6,102.19,6.61,1
133.8,166.85,143.2,111.65,11.89,12.36,,11.97,6.6,24.67,12.4,89.28,6.6,1
154.8,174.22,178.5,118.42,12.08,12.29,,11.97,6.62,24.29,20.5,105.31,6.63,1
168.2,152.49,182.7,114.1,12.05,12.35,0.41,11.97,6.41,22.6,13.3,106.11,6.41,1
158.5,149.37,171.0,112.75,11.84,12.17,0.34,11.97,6.61,24.93,25.1,94.38,6.61,1
155.2,160.46,177.2,115.7,12.11,12.22,0.4,11.97,6.42,20.81,17.5,91.64,6.41,1
163.2,156.13,179.4,114.3,11.84,12.24,0.39,11.97,6.61,25.43,35.6,103.19,6.61,1
128.4,146.25,159.4,110.65,12.11,12.29,0.38,11.97,6.41,20.17,17.8,93.05,6.41,1
145.4,141.32,142.0,115.29,12.12,12.41,0.4,11.97,6.4,17.46,16.1,86.51,6.44,1
162.6,164.46,142.8,109.46,11.82,12.27,0.37,11.97,6.61,25.75,11.8,98.64,6.61,1
160.4,139.75,155.4,113.77,11.86,12.22,0.39,11.97,6.61,23.25,17.8,93.15,6.61,1
134.0,159.05,143.2,115.66,12.13,12.23,0.38,11.97,6.41,20.29,14.2,94.44,6.4,1
152.2,155.81,138.5,112.96,11.82,12.29,0.39,11.97,6.61,24.86,13.4,102.6,6.61,1
162.3,146.81,156.2,109.67,11.84,12.28,0.38,11.97,6.61,22.06,11.8,98.5,6.63,1
147.4,158.72,174.3,121.03,11.89,12.3,,11.97,6.61,23.94,15.1,92.24,6.61,1
157.2,157.62,153.5,108.44,11.84,12.24,0.36,11.97,6.61,24.9,30.7,93.67,6.61,1
155.9,160.72,165.1,119.14,12.11,12.17,,11.97,6.6,26.71,24.9,103.82,6.6,1
182.6,169.42,160.5,111.16,11.82,12.37,0.4,11.97,6.61,27.91,12.7,105.51,6.62,1
154.4,139.97,169.1,111.12,11.84,12.21,0.29,11.98,6.61,23.91,20.0,92.98,6.61,1
162.6,159.59,152.2,111.33,11.83,12.25,0.4,11.97,6.61,27.15,20.3,106.72,6.61,1
192.1,180.73,182.8,116.53,12.06,12.2,,11.97,6.6,21.54,20.2,98.73,6.61,1
141.6,150.64,144.1,117.68,12.09,12.25,0.4,11.97,6.4,19.27,16.5,88.07,6.42,1
172.1,161.02,177.9,113.04,11.75,12.2,,11.97,6.61,25.17,11.5,89.87,6.61,1
149.1,171.22,152.5,109.32,12.06,12.2,,11.97,6.62,24.02,20.5,98.05,6.62,1
154.6,160.31,140.3,117.18,11.81,12.2,0.39,11.97,6.61,25.82,14.9,101.81,6.61,1
192.1,156.67,193.0,119.83,11.84,12.21,,11.98,6.6,26.29,23.2,102.25,6.6,1
158.0,151.44,160.4,112.06,11.74,12.22,,11.97,6.62,25.91,17.1,104.85,6.6,1
147.3,147.24,163.6,114.75,11.9,12.31,,11.97,6.62,23.4,18.8,97.86,6.61,1
153.8,153.51,157.6,119.72,12.09,12.35,,11.97,6.62,20.52,9.3,97.59,6.62,1
152.6,167.24,164.9,107.43,11.82,12.39,0.36,11.97,6.61,26.05,11.0,102.46,6.62,1
149.3,164.86,152.4,115.04,11.75,12.31,,11.97,6.61,25.21,16.1,102.94,6.61,1
181.6,171.95,149.2,109.55,11.75,12.33,,11.97,6.61,26.32,15.2,105.86,6.63,1
156.7,145.42,124.8,109.63,12.05,12.17,0.41,11.97,6.41,21.55,18.3,98.28,6.42,1
157.6,156.05,171.5,114.7,12.13,12.28,0.39,11.97,6.4,23.66,22.8,103.23,6.41,1
173.6,152.04,145.6,131.14,12.06,12.26,0.41,11.97,6.42,23.67,17.0,95.3,6.41,1
149.0,147.59,197.7,113.22,12.05,12.35,0.41,11.97,6.41,24.7,7.3,95.81,6.36,1
152.0,148.45,169.5,118.77,11.9,12.35,,11.97,6.64,23.28,9.4,93.05,6.62,1
180.2,145.0,177.6,114.0,12.13,12.25,0.38,11.97,6.4,17.2,20.7,80.44,6.41,1
167.5,152.59,188.0,118.1,12.02,12.34,0.41,11.97,6.41,23.38,10.1,95.45,6.41,1
163.5,157.14,158.1,113.26,11.9,12.33,,11.97,6.61,23.74,11.9,89.89,6.62,1
149.3,172.68,154.1,110.04,12.08,12.2,,11.97,6.63,23.68,42.7,106.26,6.6,1
174.0,144.75,132.3,113.86,12.11,12.23,0.38,11.97,6.42,17.56,16.5,89.46,6.41,1
149.7,140.57,177.6,117.98,12.07,12.17,0.41,11.97,6.43,19.91,37.6,89.4,6.41,1
171.7,153.8,166.0,116.15,12.09,12.3,0.41,11.97,6.41,24.13,15.3,92.25,6.4,1
165.6,159.32,142.6,117.06,12.09,12.29,,11.97,6.6,22.64,12.6,96.55,6.64,1
184.0,163.64,183.2,113.5,11.85,12.26,,11.97,6.64,25.02,16.6,108.55,6.61,1
170.7,173.98,166.1,113.19,12.06,12.18,,11.97,6.62,24.53,21.2,101.91,6.63,1
154.0,144.17,174.0,108.15,12.1,12.23,0.41,11.97,6.4,19.06,11.7,84.65,6.41,1
171.0,161.88,115.4,111.83,12.06,12.14,,11.97,6.62,22.0,19.0,101.96,6.61,1
153.1,148.25,157.3,111.95,11.85,12.29,,11.98,6.6,27.76,24.0,103.18,6.61,1
154.6,164.49,140.5,102.65,11.82,12.37,0.36,11.97,6.61,24.91,15.5,100.7,6.64,1
164.8,156.61,145.1,108.49,12.12,12.37,0.39,11.97,6.41,17.99,12.7,85.62,6.4,1
157.9,156.07,168.5,109.71,11.82,12.3,0.37,11.97,6.61,24.35,14.0,94.29,6.6,1
142.2,148.58,159.2,110.6,12.08,12.27,0.36,11.97,6.4,22.05,10.1,96.03,6.42,1
161.3,137.21,144.3,112.58,12.12,12.3,0.4,11.97,6.42,21.46,11.8,88.62,6.41,1
150.9,140.73,157.1,111.13,12.12,12.21,0.4,11.97,6.41,23.75,39.6,92.44,6.44,1
156.5,153.74,140.7,110.61,12.11,12.21,0.38,11.97,6.4,19.14,17.2,82.2,6.41,1
167.3,159.06,133.1,115.79,11.81,12.29,0.36,11.97,6.61,26.49,16.2,99.75,6.61,1
175.6,151.66,159.7,114.24,12.05,12.22,0.41,11.97,6.41,21.66,12.0,97.05,6.4,1
136.8,155.12,163.7,112.62,11.7,12.22,,11.97,6.61,23.2,13.8,93.58,6.61,1
145.1,146.49,149.8,114.51,12.12,12.27,0.36,11.97,6.41,19.35,15.0,82.64,6.41,2
165.4,162.61,144.4,115.93,11.89,12.3,,11.97,6.6,23.13,14.0,94.89,6.61,1
178.1,147.49,168.2,114.16,11.83,12.27,0.39,11.97,6.61,25.38,32.6,99.29,6.62,2
137.6,151.83,157.1,118.98,12.08,12.24,0.38,11.97,6.41,24.75,13.7,96.73,6.41,1
156.6,174.22,166.3,111.58,11.97,12.13,,11.97,6.62,27.2,30.6,98.2,6.61,1
162.8,168.14,151.6,111.19,11.89,12.31,,11.97,6.62,21.34,11.1,87.75,6.6,1
142.9,145.35,137.4,109.0,12.05,12.36,0.41,11.97,6.41,25.94,12.5,105.45,6.41,1
163.4,172.83,190.5,117.27,12.07,12.27,,11.97,6.62,21.8,21.7,104.02,6.63,1
163.5,165.04,135.3,118.61,11.91,12.35,,11.97,6.63,24.64,12.8,90.81,6.6,1
146.9,139.08,175.7,114.98,12.06,12.32,0.41,11.97,6.44,24.51,15.8,103.57,6.41,1
160.4,172.2,175.0,107.59,11.83,12.26,,11.97,6.6,29.64,17.3,112.03,6.61,1
148.6,148.84,160.8,115.13,11.93,12.24,,11.97,6.61,23.02,17.6,98.63,6.62,1
144.0,142.67,131.2,112.24,12.11,12.19,0.38,11.97,6.41,18.22,17.0,86.67,6.41,1
158.2,160.33,168.9,116.33,12.09,12.26,0.39,11.97,6.41,19.69,15.8,85.67,6.41,1
197.8,167.23,173.4,110.36,11.73,12.31,,11.97,6.51,28.53,11.0,100.74,6.61,1
140.4,144.9,160.7,111.84,12.13,12.25,0.39,11.97,6.41,19.6,19.0,93.6,6.4,1
170.6,154.3,152.3,110.81,11.77,12.34,,11.98,6.61,22.91,12.6,93.48,6.61,1
156.3,153.38,156.3,111.74,12.11,12.33,0.37,11.97,6.42,19.8,10.2,88.73,6.43,1
153.8,170.89,127.9,112.46,12.07,12.37,,11.97,6.61,25.42,9.6,105.88,6.61,1
165.7,149.73,164.1,111.64,12.13,12.26,0.39,11.97,6.41,17.54,26.0,80.31,6.4,1
164.5,169.94,151.3,109.94,12.06,12.24,,11.98,6.61,23.42,23.5,98.58,6.6,1
153.4,156.82,157.6,113.9,12.08,12.23,,11.97,6.62,24.0,24.4,104.97,6.61,1
145.6,151.57,161.4,111.97,11.9,12.2,,11.97,6.62,25.47,16.2,101.9,6.61,1
152.6,153.64,158.1,112.44,12.04,12.21,0.41,11.97,6.4,24.89,37.5,102.92,6.4,1
191.8,156.51,193.7,109.4,11.81,12.21,0.38,11.97,6.61,26.29,16.6,102.14,6.61,1
144.7,151.29,142.5,115.3,12.04,12.21,0.41,11.97,6.41,20.97,21.7,98.56,6.42,2
182.3,160.47,152.6,112.83,12.07,12.26,,11.97,6.61,25.37,15.1,104.98,6.61,1
150.4,149.52,162.7,110.32,12.09,12.39,0.4,11.97,6.4,19.56,13.7,88.46,6.42,1
173.6,161.88,147.3,116.29,12.09,12.18,,11.97,6.62,25.09,12.0,104.42,6.63,1
170.3,162.57,152.0,113.29,12.07,12.26,,11.97,6.61,20.9,17.9,101.34,6.62,1
140.5,160.97,180.7,116.98,11.82,12.31,0.39,11.97,6.61,26.66,42.0,101.3,6.63,1
135.3,142.67,136.3,110.92,12.08,12.4,0.34,11.97,6.42,23.06,11.5,93.29,6.42,1
147.4,155.01,158.2,115.4,11.87,12.21,,11.97,6.61,24.6,13.8,93.82,6.61,1
150.3,170.96,141.2,109.91,11.88,12.3,,11.97,6.62,25.43,12.6,97.2,6.62,1
152.9,155.14,135.9,118.03,12.09,12.35,0.41,11.97,6.41,22.44,12.1,92.15,6.41,1
156.1,162.36,161.5,112.69,11.81,12.35,0.38,11.97,6.61,24.48,12.3,105.8,6.61,1
154.4,149.76,142.7,116.56,12.12,12.26,0.4,11.97,6.42,19.66,14.5,79.09,6.42,1
165.4,151.69,160.6,118.12,12.1,12.3,0.38,11.97,6.41,27.96,19.2,100.45,6.4,1
139.7,159.59,158.3,109.64,11.9,12.24,,11.97,6.61,24.43,22.5,88.2,6.61,1
152.7,140.21,142.3,112.49,11.87,12.25,0.37,11.97,6.64,24.01,18.8,97.35,6.61,1
193.8,174.88,151.7,115.05,12.06,12.15,,11.97,6.6,26.04,22.2,102.58,6.61,1
154.8,162.21,168.9,114.1,12.1,12.31,0.39,11.97,6.4,21.78,18.4,90.29,6.42,1
184.3,151.41,168.4,115.25,12.12,12.27,0.4,11.97,6.4,19.99,17.5,91.18,6.41,1
158.1,158.18,144.0,111.88,12.09,12.24,0.41,11.97,6.41,24.06,15.9,98.41,6.43,2
146.5,155.16,145.6,109.63,12.12,12.32,0.39,11.97,6.41,22.79,17.3,100.8,6.43,1
149.4,139.66,161.6,116.8,12.06,12.2,0.41,11.97,6.4,20.25,18.2,94.76,6.41,1
154.1,163.25,149.4,118.7,11.82,12.29,0.4,11.97,6.61,24.41,15.1,98.04,6.62,1
150.3,152.78,179.8,110.54,12.03,12.23,0.41,11.97,6.41,23.02,17.1,95.35,6.42,1
151.7,154.99,152.3,110.02,12.11,12.29,0.37,11.97,6.4,17.77,16.2,83.4,6.41,1
158.7,156.77,152.8,117.09,11.82,12.24,0.33,11.97,6.6,24.24,25.0,96.12,6.6,1
136.3,155.11,143.5,115.31,12.07,12.29,0.41,11.97,6.4,21.53,22.5,102.87,6.41,1
157.9,132.35,150.9,116.47,12.05,12.18,0.41,11.97,6.41,21.31,18.9,98.19,6.41,1
170.2,167.45,131.6,117.38,12.07,12.32,,11.97,6.6,25.13,24.1,102.09,6.61,1
191.4,135.36,156.3,116.05,12.05,12.18,0.41,11.97,6.41,23.7,17.6,99.75,6.41,1
159.4,154.71,175.2,117.81,11.9,12.21,,11.97,6.62,24.61,16.3,96.32,6.61,1
151.3,160.68,171.3,112.86,12.12,12.19,0.37,11.97,6.41,21.07,16.7,84.59,6.41,1
147.8,164.8,140.4,107.62,11.91,12.19,,11.98,6.6,25.55,26.2,89.18,6.61,1
187.3,157.3,183.5,115.52,11.82,12.24,,11.97,6.61,25.3,16.4,107.72,6.61,1
155.2,159.59,142.1,108.33,12.07,12.23,,11.98,6.62,24.35,18.8,101.02,6.62,1
171.7,151.57,159.6,118.06,11.92,12.24,,11.97,6.64,24.33,16.3,101.61,6.64,1
163.3,162.54,158.6,112.87,11.83,12.31,0.38,11.97,6.6,25.43,9.4,102.78,6.61,1
165.0,151.14,172.5,110.56,12.04,12.26,0.41,11.97,6.41,23.15,15.6,104.97,6.41,1
142.8,156.38,138.9,111.91,12.09,12.23,,11.97,6.64,22.84,19.3,101.23,6.61,1
181.5,164.85,186.4,109.19,11.82,12.23,0.38,11.97,6.61,29.92,16.9,98.31,6.63,1
183.7,174.97,165.1,117.1,12.09,12.17,,11.97,6.62,23.59,19.2,102.83,6.61,1
143.0,159.46,159.6,112.3,11.81,12.31,0.37,11.97,6.61,23.92,16.0,94.95,6.61,1
151.3,154.43,151.9,118.9,11.98,12.28,,11.97,6.61,22.2,17.3,101.13,6.63,1
158.0,154.16,159.4,115.79,11.9,12.28,,11.97,6.61,24.4,15.8,104.62,6.6,1
150.8,154.39,167.3,113.02,11.91,12.26,,11.97,6.62,23.12,11.7,95.49,6.61,1
163.3,170.61,169.1,115.27,12.11,12.25,0.4,11.97,6.4,21.64,17.1,97.94,6.41,1
176.5,173.64,154.8,114.69,12.05,12.2,,11.97,6.61,21.47,23.9,101.41,6.61,1
140.4,156.33,146.4,113.34,11.91,12.32,,11.97,6.62,23.57,13.0,88.69,6.61,1
197.8,143.93,179.1,111.31,11.83,12.28,,11.97,6.54,24.84,11.6,101.62,6.6,1
137.8,156.42,175.0,111.45,12.09,12.2,,11.97,6.6,22.7,17.5,97.5,6.61,1
153.8,155.25,152.5,115.13,12.04,12.37,0.41,11.97,6.41,23.82,12.5,106.58,6.43,1
148.9,148.93,161.0,111.75,12.08,12.21,0.41,11.97,6.41,18.33,22.5,85.22,6.4,1
